name,nickname,f_name,l_name,wins,loses,ties,height,weight,reach,stance,dob,age,slpm,str_ac,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Tafon Nchukwi,Da Don,Tafon,Nchukwi,6,2,0,72,205,77,Orthodox,"Oct 14, 1994",27,6.12,0.52,3.87,0.56,0.96,0.57,0.71,0.0
Bobby Nash,,Bobby,Nash,8,4,0,72,170,74,Orthodox,"Mar 26, 1990",32,3.42,0.37,3.95,0.51,2.37,0.33,1.0,1.6
Fabio Nascimento,Negao,Fabio,Nascimento,11,6,0,70,185,N/A,Orthodox,N/A,N/A,2.94,0.38,4.63,0.55,0.0,0.0,0.55,0.8
Rose Namajunas,Thug,Rose,Namajunas,12,4,0,65,115,65,Orthodox,"Jun 29, 1992",29,4.01,0.41,3.88,0.59,1.78,0.56,0.51,0.7
Nad Narimani,Smiler,Nad,Narimani,12,4,0,68,145,70,Orthodox,"Apr 14, 1987",35,3.33,0.42,3.0,0.58,1.92,0.41,0.7,0.0
Roger Narvaez,Silverback,Roger,Narvaez,8,3,0,75,185,N/A,Southpaw,"Sep 09, 1983",38,2.12,0.37,3.32,0.64,0.0,0.0,0.5,0.9
Rafael Natal,Sapo,Rafael,Natal,21,9,1,72,185,77,Orthodox,"Dec 25, 1982",39,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5
Yasuhito Namekawa,,Yasuhito,Namekawa,25,16,4,69,205,N/A,Orthodox,"Oct 27, 1974",47,0.14,0.5,3.65,0.38,2.11,0.25,0.0,4.2
Rodrigo Nascimento,Ze Colmeia,Rodrigo,Nascimento,9,1,0,74,246,80,Orthodox,"Nov 26, 1992",29,5.46,0.57,6.14,0.38,1.71,0.4,1.0,1.7
Yoshihiro Nakao,Kiss,Yoshihiro,Nakao,9,3,0,72,220,N/A,Southpaw,"Jun 25, 1972",49,1.73,0.35,2.06,0.64,2.69,0.46,0.0,0.5
Allan Nascimento,Puro Osso,Allan,Nascimento,17,6,0,68,125,69,Orthodox,"Sep 11, 1991",30,4.33,0.68,3.3,0.46,0.5,0.09,0.16,1.0
Tyson Nam,,Tyson,Nam,20,12,1,67,125,68,Orthodox,"Oct 06, 1983",38,3.64,0.31,5.69,0.64,0.0,0.0,1.0,0.0
Daisuke Nakamura,,Daisuke,Nakamura,28,19,1,67,154,N/A,Orthodox,"Jun 10, 1980",41,0.94,0.3,1.38,0.61,0.46,0.4,0.3,3.6
Yusaku Nakamura,,Yusaku,Nakamura,14,4,1,65,145,N/A,N/A,"Jun 21, 1986",35,1.72,0.45,3.67,0.55,0.0,0.0,0.83,0.0
Yui Chul Nam,The Korean Bulldozer,Yui,Chul,18,8,1,69,145,N/A,Orthodox,"Jul 16, 1981",40,3.53,0.51,2.0,0.48,1.33,0.16,0.57,0.3
Jutaro Nakao,,Jutaro,Nakao,25,19,4,69,170,N/A,Southpaw,"Nov 30, 1970",51,0.53,0.38,1.06,0.44,0.38,0.5,0.56,0.0
Rin Nakai,,Rin,Nakai,19,2,1,61,135,N/A,Orthodox,"Oct 22, 1986",35,1.57,0.33,3.9,0.6,3.0,0.18,0.75,0.5
Kazuhiro Nakamura,Kaz,Kazuhiro,Nakamura,21,13,0,71,205,70,Orthodox,"Jul 16, 1979",42,1.56,0.37,1.83,0.59,1.73,0.36,0.42,0.6
Muhammad Naimov,Hillman,Muhammad,Naimov,5,1,0,69,145,70,Orthodox,"Aug 07, 1994",27,3.47,0.41,5.87,0.44,0.0,0.0,0.25,0.0
Keita Nakamura,K-Taro,Keita,Nakamura,34,10,2,71,170,73,Southpaw,"May 22, 1984",37,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3
Logan Nail,,Logan,Nail,1,1,0,N/A,185,N/A,N/A,"Jun 20, 1989",32,1.93,0.51,2.27,0.39,0.0,0.0,0.37,0.0
Yukiya Naito,,Yukiya,Naito,15,6,2,73,205,N/A,Orthodox,N/A,N/A,1.54,0.33,5.13,0.6,0.0,0.0,0.0,0.0
Greg Nagy,,Greg,Nagy,1,3,0,73,210,N/A,Orthodox,"Oct 18, 1983",38,0.41,0.5,2.69,0.37,0.0,0.0,0.0,1.2
Yuji Nagata,,Yuji,Nagata,0,2,0,72,225,N/A,Orthodox,"Apr 24, 1968",54,1.45,0.4,14.46,0.04,0.0,0.0,0.0,0.0
Katsuhiko Nagata,,Katsuhiko,Nagata,6,7,3,67,154,N/A,Southpaw,"Oct 31, 1973",48,1.05,0.19,1.5,0.63,0.98,0.28,0.28,0.0
Christian Quinonez,Problema,Christian,Quinonez,16,3,0,67,135,70,Orthodox,"Apr 26, 1996",26,5.07,0.41,5.2,0.6,1.0,1.0,1.0,0.0
Na Liang,The Dragon Girl,Na,Liang,15,5,0,65,115,67,Orthodox,"Jul 27, 1996",25,2.94,0.7,3.71,0.25,6.96,0.75,0.0,2.3
Landon Quinones,,Landon,Quinones,5,1,1,69,155,N/A,Southpaw,"Nov 21, 1995",26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Quinlan,The Maverick,Josh,Quinlan,5,0,0,72,170,72,Orthodox,"Feb 06, 1993",29,16.6,0.72,2.55,0.33,0.0,0.0,1.0,0.0
Ryan Quinn,,Ryan,Quinn,13,7,1,68,145,N/A,N/A,N/A,N/A,2.31,0.41,1.67,0.48,0.0,0.0,0.0,1.9
Vinicius Queiroz,Spartan,Vinicius,Queiroz,8,4,0,79,220,N/A,N/A,"Aug 29, 1983",38,3.67,0.51,4.1,0.41,5.07,0.7,1.0,0.7
Andrews Nakahara,,Andrews,Nakahara,5,4,2,73,185,N/A,Orthodox,"Mar 12, 1983",39,2.68,0.44,1.9,0.57,0.0,0.0,0.72,0.4
Jose Quinonez,Teco,Jose,Quinonez,9,5,0,68,135,69,Southpaw,"Jul 28, 1990",31,3.6,0.45,3.0,0.64,2.7,0.47,0.42,0.6
Jimmy Quinlan,Crash,Jimmy,Quinlan,3,1,1,72,185,N/A,Orthodox,"May 25, 1986",35,2.08,0.7,5.94,0.16,4.46,0.25,0.0,0.0
Qiu Lun,Tibetan Knight,Qiu,Lun,14,8,0,68,125,66,Southpaw,"Jul 08, 1997",24,3.33,0.42,2.2,0.67,2.0,0.28,0.0,0.0
Gary Quan,,Gary,Quan,3,5,0,68,143,N/A,N/A,"Apr 11, 1971",51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michel Quinones,El Capo,Michel,Quinones,8,3,0,70,155,73,Orthodox,"Dec 22, 1984",37,2.91,0.29,5.98,0.48,0.0,0.0,0.36,0.0
Yasuhiro Urushitani,,Yasuhiro,Urushitani,21,8,6,65,125,N/A,Southpaw,"Sep 08, 1976",45,3.47,0.39,4.71,0.65,0.0,0.0,0.8,0.0
Nick Urso,,Nick,Urso,10,3,0,66,125,66,Southpaw,"Sep 26, 1985",36,3.61,0.45,5.06,0.36,0.0,0.0,0.0,0.0
Elias Urbina,,Elias,Urbina,3,1,0,75,185,77,Southpaw,"Oct 09, 1993",28,3.85,0.37,6.17,0.5,0.0,0.0,0.0,0.0
Billy Quarantillo,,Billy,Quarantillo,16,4,0,70,145,70,Orthodox,"Dec 08, 1988",33,7.74,0.59,5.8,0.4,1.37,0.21,0.57,1.4
Nate Quarry,Rock,Nate,Quarry,12,4,0,72,185,72,Open Stance,"Mar 18, 1972",50,4.96,0.44,2.8,0.66,0.25,0.33,0.6,0.0
Gilbert Urbina,The RGV Bad Boy,Gilbert,Urbina,6,3,0,75,185,75,Orthodox,"Apr 05, 1996",26,6.21,0.59,6.34,0.47,4.14,0.33,0.0,0.0
Hector Urbina,El Toro,Hector,Urbina,17,10,1,71,170,73,Orthodox,"Sep 17, 1987",34,0.97,0.38,2.44,0.39,0.0,0.0,0.38,3.8
Logan Urban,Hulk,Logan,Urban,5,1,0,72,170,72,Orthodox,"Apr 22, 1994",28,2.55,0.66,16.6,0.27,0.0,0.0,0.0,0.0
Bao Quach,,Bao,Quach,19,10,1,63,145,N/A,Orthodox,"Sep 04, 1979",42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Underwood,,Zach,Underwood,13,7,0,74,185,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Umphries,,Jeremy,Umphries,5,2,0,N/A,160,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kengo Ura,Uraken,Kengo,Ura,14,12,2,69,165,N/A,N/A,"Jun 20, 1981",40,1.05,0.37,2.38,0.48,2.85,0.28,0.5,1.4
Caol Uno,Uno Shoten,Caol,Uno,33,19,5,67,155,70,Southpaw,"May 08, 1975",46,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5
Gasan Umalatov,Cobra,Gasan,Umalatov,17,4,2,71,170,71,Orthodox,"Sep 11, 1982",39,2.23,0.39,4.1,0.59,0.75,0.17,0.9,0.0
Ryuki Ueyama,,Ryuki,Ueyama,12,18,5,71,180,N/A,Southpaw,"Apr 17, 1976",46,0.13,0.21,1.4,0.46,0.5,1.0,0.0,1.5
Carlos Ulberg,Black Jag,Carlos,Ulberg,6,1,0,76,205,77,Orthodox,"Nov 07, 1990",31,8.76,0.61,4.02,0.51,1.18,1.0,1.0,0.0
Andy Uhrich,,Andy,Uhrich,11,6,0,72,170,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tagir Ulanbekov,,Tagir,Ulanbekov,14,2,0,67,125,70,Southpaw,"Aug 07, 1991",30,3.42,0.44,3.36,0.54,3.67,0.42,0.61,0.7
Christian Uflacker,,Christian,Uflacker,5,0,0,71,170,N/A,N/A,"Aug 04, 1985",36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Uda,,Alberto,Uda,12,2,0,75,185,N/A,Orthodox,"Aug 08, 1984",37,1.79,0.52,3.49,0.45,2.83,0.5,0.66,0.0
Xiao Long,,Xiao,Long,16,7,0,68,135,66,Orthodox,"Apr 13, 1998",24,5.2,0.4,5.07,0.58,0.0,0.0,0.0,0.0
Mike Pyle,Quicksand,Mike,Pyle,27,14,1,72,170,74,Orthodox,"Sep 18, 1975",46,2.74,0.45,2.84,0.6,1.8,0.35,0.7,1.5
Rubens Xavier,Macula,Rubens,Xavier,5,3,0,75,220,N/A,Orthodox,N/A,N/A,0.77,0.42,1.82,0.21,2.1,0.4,0.25,1.1
Jens Pulver,Little Evil,Jens,Pulver,27,19,1,67,145,70,Southpaw,"Dec 06, 1974",47,2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.3
Joe Pyfer,Bodybagz,Joe,Pyfer,7,2,0,74,185,75,Orthodox,"Sep 17, 1996",25,2.76,0.48,3.68,0.23,3.45,1.0,0.0,0.0
CM Punk,,CM,Punk,0,1,0,73,170,73,Orthodox,"Oct 26, 1978",43,1.1,0.23,4.87,0.4,0.87,0.11,0.0,0.0
Josh Pulsifer,The Platypus,Josh,Pulsifer,17,8,0,70,145,N/A,N/A,"Mar 16, 1983",39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugh Pulley,,Hugh,Pulley,6,3,0,72,155,N/A,N/A,N/A,N/A,4.47,0.63,3.27,0.57,4.0,0.66,0.69,0.0
Bubba Pugh,,Bubba,Pugh,3,3,0,70,185,N/A,N/A,N/A,N/A,2.87,0.67,2.6,0.23,4.0,0.57,0.8,0.0
Juan Puerta,Leadfeather,Juan,Puerta,23,6,0,69,125,71,Southpaw,"Jan 20, 1988",34,1.27,0.39,1.27,0.67,1.0,1.0,0.0,0.0
Claudio Puelles,El Nino,Claudio,Puelles,13,2,0,70,155,72,Southpaw,"Apr 21, 1996",26,1.99,0.51,2.89,0.46,2.74,0.38,0.6,1.4
Juan Manuel Puig,Fenix,Juan,Manuel,11,4,0,69,145,N/A,Orthodox,"Apr 23, 1989",33,4.91,0.23,7.17,0.51,0.0,0.0,0.0,0.0
Lucie Pudilova,,Lucie,Pudilova,8,6,0,68,125,67,Orthodox,"Jun 13, 1994",27,4.15,0.36,4.09,0.52,0.16,0.12,0.61,0.6
Cole Province,,Cole,Province,6,2,0,69,145,68,Orthodox,"Jan 17, 1981",41,1.47,0.44,2.72,0.43,2.4,0.5,0.83,1.0
Daniel Puder,,Daniel,Puder,8,0,0,75,235,N/A,Orthodox,"Oct 09, 1981",40,2.77,0.68,1.17,0.38,1.21,0.5,0.81,9.0
Lara Procopio,,Lara,Procopio,7,2,0,64,125,67,Orthodox,"Nov 14, 1995",26,5.64,0.58,6.5,0.47,3.15,0.47,0.5,0.3
Brent Primus,,Brent,Primus,8,0,0,70,155,N/A,N/A,"Apr 12, 1985",37,1.73,0.39,2.27,0.59,5.0,0.38,0.0,2.0
Jiri Prochazka,Denisa,Jiri,Prochazka,28,3,1,75,205,80,Orthodox,"Oct 14, 1992",29,7.19,0.52,6.8,0.48,0.98,1.0,0.5,0.0
Shane Primm,,Shane,Primm,5,5,0,75,205,N/A,Orthodox,"Jul 30, 1984",37,0.83,0.26,2.25,0.62,1.78,0.2,0.0,0.0
Chris Price,The Exorcist,Chris,Price,19,4,0,74,185,N/A,Southpaw,"Nov 09, 1982",39,1.44,0.66,2.59,0.48,0.0,0.0,0.33,2.2
Dorian Price,,Dorian,Price,8,5,0,75,170,N/A,Southpaw,"Aug 20, 1977",44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philip Preece,,Philip,Preece,10,14,0,68,205,N/A,Orthodox,N/A,N/A,0.8,0.72,0.7,0.63,0.0,0.0,0.0,0.0
Joe Proctor,,Joe,Proctor,11,5,0,70,155,72,Orthodox,"Aug 10, 1985",36,3.39,0.36,3.93,0.59,0.0,0.0,0.7,1.8
Horacio Gutierrez,The Punisher,Horacio,Gutierrez,4,3,0,70,145,N/A,N/A,"Sep 15, 1990",31,0.86,0.26,2.91,0.46,0.0,0.0,0.5,0.0
Mike Guymon,The Joker,Mike,Guymon,15,6,1,72,170,74,Orthodox,"Sep 17, 1974",47,2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2
Chris Gutierrez,El Guapo,Chris,Gutierrez,18,3,2,69,135,67,Orthodox,"Apr 22, 1991",31,4.69,0.58,2.61,0.63,0.44,0.37,0.73,0.1
Niko Price,The Hybrid,Niko,Price,15,5,0,72,170,76,Orthodox,"Sep 29, 1989",32,5.16,0.42,5.67,0.47,0.79,0.22,0.65,0.8
Kyle Prepolec,,Kyle,Prepolec,12,7,0,70,170,70,Southpaw,"Aug 30, 1989",32,3.2,0.34,4.7,0.54,0.0,0.0,0.4,0.0
Justin Guthrie,,Justin,Guthrie,18,9,0,73,170,N/A,N/A,"Jan 19, 1981",41,0.16,0.33,3.74,0.14,2.44,0.25,0.0,4.9
Andre Gusmao,,Andre,Gusmao,6,3,0,72,205,N/A,Orthodox,"May 19, 1977",44,2.79,0.43,3.28,0.6,0.0,0.0,0.6,0.0
Fabio Gurgel,,Fabio,Gurgel,3,2,0,72,205,N/A,Orthodox,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Gustafsson,The Mauler,Alexander,Gustafsson,18,7,0,77,205,79,Orthodox,"Jan 15, 1987",35,4.02,0.4,3.42,0.51,1.54,0.39,0.83,0.4
John Gunther,The Machine,John,Gunther,5,1,0,69,155,72,Orthodox,"Nov 24, 1985",36,1.65,0.37,3.72,0.46,7.08,0.42,0.0,0.0
John Gunderson,Quick Guns,John,Gunderson,35,16,2,69,155,69,Orthodox,"Jan 05, 1979",43,1.04,0.27,1.71,0.58,1.67,0.33,0.11,2.0
Leonardo Guimaraes,Leleco,Leonardo,Guimaraes,11,5,0,72,185,N/A,Orthodox,"Apr 15, 1982",40,2.35,0.56,2.99,0.44,0.0,0.0,0.52,1.0
Jorge Gurgel,,Jorge,Gurgel,14,10,0,67,155,69,Orthodox,"Jan 25, 1977",45,3.37,0.32,3.62,0.62,0.81,0.23,0.6,0.5
Brad Gumm,,Brad,Gumm,10,6,1,71,170,N/A,Orthodox,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcelo Guimaraes,Magrao,Marcelo,Guimaraes,9,2,1,72,185,73,Orthodox,"Jun 25, 1983",38,4.67,0.51,4.41,0.62,1.99,0.13,0.0,0.0
Chris Guillen,,Chris,Guillen,13,16,0,72,240,N/A,Orthodox,"Dec 09, 1972",49,0.82,0.27,1.91,0.36,0.0,0.0,0.0,0.0
Jason Guida,,Jason,Guida,19,28,0,70,214,N/A,N/A,"Aug 04, 1977",44,1.87,0.4,3.33,0.52,1.0,0.14,0.5,1.0
Fabricio Guerreiro,,Fabricio,Guerreiro,21,5,0,70,145,N/A,N/A,"Jul 24, 1990",31,1.87,0.31,2.2,0.67,2.0,0.5,0.0,0.0
Melvin Guillard,The Young Assassin,Melvin,Guillard,32,18,2,69,155,71,Orthodox,"Mar 30, 1983",39,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2
Nandor Guelmino,The Hun,Nandor,Guelmino,11,5,1,75,230,N/A,N/A,"Dec 20, 1975",46,3.62,0.56,3.16,0.33,0.0,0.0,0.42,0.0
Shannon Gugerty,,Shannon,Gugerty,15,7,0,70,155,71,Orthodox,"Dec 30, 1981",40,1.25,0.39,1.88,0.58,2.13,0.27,0.5,3.4
Wang Guan,The Dongbei Tiger,Wang,Guan,20,1,1,69,145,71,Orthodox,"Mar 14, 1986",36,4.73,0.43,3.27,0.6,0.0,0.0,0.0,0.0
Clay Guida,The Carpenter,Clay,Guida,37,19,0,67,155,70,Orthodox,"Dec 08, 1981",40,2.52,0.34,2.74,0.62,3.24,0.37,0.68,0.7
Mike Grundy,,Mike,Grundy,12,4,0,67,145,72,Orthodox,"Jan 03, 1987",35,2.09,0.45,4.45,0.56,4.06,0.28,0.5,0.4
Vik Grujic,The Spartan,Vik,Grujic,6,6,0,71,170,73,Orthodox,"Feb 06, 1977",45,2.24,0.48,3.39,0.41,1.18,0.33,0.26,0.4
Chris Gruetzemacher,Gritz,Chris,Gruetzemacher,15,5,0,68,155,68,Orthodox,"Jun 16, 1986",35,6.18,0.57,4.96,0.52,0.21,0.5,0.65,0.0
Garrett Gross,,Garrett,Gross,11,7,0,69,155,N/A,Orthodox,"Aug 08, 1988",33,2.39,0.45,1.67,0.46,0.0,0.0,0.52,0.0
Neil Grove,Goliath,Neil,Grove,12,8,1,78,265,N/A,Orthodox,"Jan 18, 1971",51,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3
Chuck Grigsby,The Reverend,Chuck,Grigsby,23,10,0,78,205,N/A,Orthodox,N/A,N/A,0.71,0.16,3.29,0.46,0.0,0.0,0.66,0.0
Max Griffin,Pain,Max,Griffin,18,9,0,71,170,76,Orthodox,"Nov 29, 1985",36,4.36,0.5,3.94,0.57,1.48,0.5,0.75,0.4
Josh Grispi,The Fluke,Josh,Grispi,14,5,0,71,145,74,Orthodox,"Oct 14, 1988",33,1.44,0.41,3.71,0.5,1.97,0.36,0.16,2.2
Tyson Griffin,,Tyson,Griffin,16,8,0,66,145,68,Orthodox,"Apr 20, 1984",38,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9
Kendall Grove,Da Spyder,Kendall,Grove,23,17,0,78,185,79,Orthodox,"Nov 12, 1982",39,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7
Maxim Grishin,Maximus,Maxim,Grishin,32,9,2,75,205,78,Orthodox,"May 02, 1984",37,3.4,0.52,2.07,0.59,0.27,0.33,0.66,0.0
Forrest Griffin,,Forrest,Griffin,19,7,0,75,205,77,Orthodox,"Mar 16, 1979",43,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7
Chad Griggs,The Grave Digger,Chad,Griggs,11,3,0,73,205,73,Orthodox,"May 15, 1978",43,2.67,0.5,2.22,0.46,1.51,0.66,0.41,0.0
Jordan Griffin,Native Psycho,Jordan,Griffin,18,9,0,70,145,73,Southpaw,"Feb 28, 1990",32,2.52,0.46,3.02,0.5,1.45,0.35,0.42,1.9
Bobby Green,King,Bobby,Green,29,13,1,70,155,71,Orthodox,"Sep 09, 1986",35,5.88,0.52,3.65,0.62,1.34,0.38,0.72,0.3
Rodrigo Gripp de Sousa,Riscado,Rodrigo,Gripp,7,9,0,71,205,N/A,Orthodox,N/A,N/A,0.48,0.23,4.81,0.52,0.0,0.0,0.0,9.6
Gabe Green,Gifted,Gabe,Green,10,3,0,70,170,73,Switch,"May 02, 1993",28,6.57,0.46,7.23,0.49,1.0,1.0,0.57,0.5
Desmond Green,The Predator,Desmond,Green,23,8,0,70,155,73,Southpaw,"Oct 11, 1989",32,3.7,0.46,2.51,0.69,1.62,0.5,0.75,0.0
Kevin Gray,Pocket Herc,Kevin,Gray,9,4,0,64,125,67,Orthodox,"May 03, 1985",36,3.45,0.62,4.48,0.66,0.0,0.0,0.0,0.0
Maurice Greene,The Crochet Boss,Maurice,Greene,9,7,0,79,258,80,Orthodox,"Jul 05, 1986",35,3.28,0.45,3.61,0.45,0.0,0.0,0.27,0.4
Sam Greco,,Sam,Greco,3,1,1,74,205,N/A,Orthodox,"May 03, 1967",54,2.4,0.75,1.33,0.53,0.0,0.0,0.25,1.0
Shelton Graves,The Gravedigger,Shelton,Graves,7,3,0,74,255,76,Southpaw,"Oct 23, 1985",36,2.19,0.69,0.81,0.33,4.86,0.57,0.0,0.0
Michael Graves,,Michael,Graves,6,0,1,70,170,71,Orthodox,"Jan 08, 1991",31,1.25,0.54,1.47,0.58,4.8,0.52,0.66,0.4
James Gray,The Phenom,James,Gray,4,1,0,69,135,N/A,Orthodox,"Oct 25, 1987",34,2.61,0.5,18.26,0.44,0.0,0.0,0.0,0.0
Matt Grice,The Real One,Matt,Grice,15,5,0,68,145,70,Orthodox,"Jul 29, 1981",40,4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5
Alexa Grasso,,Alexa,Grasso,14,3,0,65,125,66,Orthodox,"Aug 09, 1993",28,4.92,0.43,3.79,0.63,0.54,0.57,0.6,0.7
Dwight Grant,The Body Snatcher,Dwight,Grant,11,5,0,73,170,76,Switch,"Sep 14, 1984",37,3.26,0.34,2.55,0.61,0.72,1.0,0.68,0.0
Scott Graham,,Scott,Graham,3,1,0,76,185,N/A,Orthodox,N/A,N/A,0.91,0.42,2.27,0.28,0.0,0.0,0.0,0.0
Miranda Granger,Danger,Miranda,Granger,7,2,0,67,125,68,Orthodox,"Apr 13, 1992",30,2.91,0.48,2.64,0.59,0.0,0.0,0.4,0.0
Steven Graham,,Steven,Graham,2,1,0,73,290,N/A,Orthodox,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJ Grant,,TJ,Grant,21,5,0,70,155,72,Orthodox,"Feb 26, 1984",38,3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6
Neiman Gracie,,Neiman,Gracie,6,0,0,72,170,N/A,N/A,N/A,N/A,0.77,1.0,0.38,0.75,5.77,1.0,0.0,5.8
Igor Gracie,,Igor,Gracie,5,4,0,71,170,N/A,N/A,"Feb 04, 1980",42,1.86,0.6,0.99,0.5,3.72,0.5,0.0,3.7
Tony Gravely,,Tony,Gravely,22,7,0,65,135,69,Orthodox,"Sep 28, 1991",30,3.91,0.52,3.07,0.47,6.76,0.55,0.5,0.4
Kron Gracie,,Kron,Gracie,5,1,0,69,145,70,Southpaw,"Jul 11, 1988",33,5.15,0.41,8.13,0.53,0.88,0.25,0.0,0.9
Cesar Gracie,,Cesar,Gracie,0,1,0,70,181,N/A,Orthodox,N/A,N/A,0.0,0.0,17.14,0.5,0.0,0.0,0.0,0.0
Rolles Gracie,,Rolles,Gracie,8,4,0,76,242,N/A,Orthodox,"Jul 14, 1978",43,2.3,0.32,3.38,0.55,2.3,0.1,0.0,0.0
Davey Grant,Dangerous,Davey,Grant,13,6,0,68,135,69,Orthodox,"Dec 18, 1985",36,4.55,0.44,3.75,0.57,1.77,0.44,0.6,0.1
Roger Gracie,,Roger,Gracie,8,2,0,76,185,79,Orthodox,"Sep 26, 1981",40,1.78,0.35,1.79,0.61,1.87,0.53,0.6,1.9
Ralek Gracie,,Ralek,Gracie,3,1,0,74,210,N/A,Orthodox,"Oct 04, 1985",36,1.61,0.46,1.05,0.55,2.5,0.75,0.0,1.7
Ryan Gracie,,Ryan,Gracie,5,2,0,69,200,N/A,Orthodox,"Aug 14, 1974",47,0.82,0.61,0.5,0.4,2.83,0.75,0.25,0.9
Rodrigo Gracie,,Rodrigo,Gracie,6,2,1,72,183,N/A,Orthodox,"Apr 11, 1975",47,1.34,0.51,0.86,0.46,1.49,0.5,0.75,0.4
Ralph Gracie,,Ralph,Gracie,6,1,0,69,183,N/A,Orthodox,N/A,N/A,0.86,0.37,1.72,0.31,0.0,0.0,0.25,4.0
Rickson Gracie,,Rickson,Gracie,11,0,0,70,185,N/A,Switch,"Nov 20, 1958",63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Gracie,,Daniel,Gracie,5,4,1,74,225,N/A,Orthodox,N/A,N/A,1.9,0.38,1.33,0.59,0.36,1.0,0.8,2.1
Crosley Gracie,,Crosley,Gracie,2,2,0,69,190,N/A,Orthodox,"Jul 18, 1979",42,1.69,0.37,1.54,0.6,3.46,0.85,0.5,0.6
Renzo Gracie,,Renzo,Gracie,13,7,1,70,185,N/A,Orthodox,"Mar 11, 1967",55,1.71,0.41,1.67,0.55,1.13,0.2,0.4,0.8
Justin Governale,The Therapist,Justin,Governale,5,5,0,N/A,145,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damian Grabowski,The Polish Pitbull,Damian,Grabowski,20,5,0,73,241,75,Orthodox,"May 12, 1980",41,4.0,0.36,7.65,0.51,0.0,0.0,0.0,0.0
Thibault Gouti,GT,Thibault,Gouti,12,5,0,70,155,72,Orthodox,"Feb 27, 1987",35,3.68,0.34,5.64,0.5,1.23,0.8,0.83,0.3
Todd Gouwenberg,,Todd,Gouwenberg,9,5,0,73,205,N/A,Orthodox,"Sep 25, 1974",47,0.52,0.23,2.93,0.42,1.57,0.33,0.5,0.0
Royce Gracie,,Royce,Gracie,15,2,3,73,175,N/A,Southpaw,"Dec 12, 1966",55,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8
Royler Gracie,,Royler,Gracie,5,5,1,68,150,N/A,Southpaw,"Dec 06, 1965",56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Gorgees,Hitman,Alex,Gorgees,6,1,0,74,155,74,Switch,"Aug 11, 1995",26,0.67,0.32,2.27,0.38,0.0,0.0,0.54,0.0
Tim Gorman,The Psycho,Tim,Gorman,9,4,0,65,135,N/A,Southpaw,"Apr 29, 1983",38,2.73,0.31,5.57,0.46,1.0,0.09,0.33,0.0
Hugo Govea,,Hugo,Govea,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malcolm Gordon,X,Malcolm,Gordon,14,5,0,67,125,71,Switch,"May 19, 1990",31,2.39,0.44,2.43,0.44,2.06,0.25,0.0,0.7
Eddie Gordon,Truck,Eddie,Gordon,8,4,0,72,185,76,Orthodox,"Jul 22, 1983",38,2.03,0.32,2.57,0.6,1.93,0.83,0.63,0.0
Jonathan Goulet,The Road Warrior,Jonathan,Goulet,23,12,0,72,170,73,Orthodox,"Jul 13, 1979",42,1.61,0.41,2.01,0.46,4.17,0.7,0.45,0.6
Chase Gormley,,Chase,Gormley,14,6,0,75,265,N/A,Orthodox,N/A,N/A,3.6,0.42,6.03,0.44,3.12,0.42,0.0,1.0
Jared Gordon,Flash,Jared,Gordon,18,4,0,69,155,68,Orthodox,"Sep 06, 1988",33,5.22,0.56,3.12,0.59,2.54,0.39,0.5,0.0
